text_for_model,label
tilaama ruusu#kimppu vaimo vuoti#späivä kaunis komet pettymys ensimmäinen ruusut aloipa nuupotta jo kaksi päivä kulua neljä päivä kimpu elämä jo ohi vesi vaihtaa virkiste käyttää varsi leikatti oletan kalli kukka#kimppu pitää kestää kauempi,0
huomattavasti halpemma alku#peräis#osa muualla kaikki tulla aina perille hyvä ajaa tulla tilata jatko,1
saada suomen#kieli käyttöohje pyytää iäkäs ihminen tärkeä turvallisuus syistä#tila siis vakoilu#kamera pettynyttapio heikkinen puh,0
kaikki hyvin,1
nopea hyvä palvelu kiitos,1
paljoa parannettava jäädä,1
nopea toimitus tuote juuri sellainen haluta,1
hyvä palvelu ainakin asti maksu toimia hyvin muistutus hyvä,1
kaupan#käynti sujua mutkattomasti ostama tuote osoittautunut juuri sellainen ajatella,1
maksujärjestelmä veloitti matka#lippu kaksi kerta yli#määräinen maksu palautus kuulua kaksi puhelu lähetetty sähkö#posti huolimatta yli#määräinen maksu mennä jo yhdeksän päivä,0
sohvapöy ledvalo toimia muuntaja rikki saada uusi kk jo luultavasti haluta korvata,0
yrittää soittaa asiakas#palvelu hätä#tilane pitää vaihtaa päivä#määrä lento#lipu kukaan vastata tunti,0
asiointi eli rengas#kauppa sujua erinomaisesti kerta kuljetus tökki pahasti tilata kerta kaksi rengas#setti toinen tulla perille normaalisti muutama päivä toinen hajontu matka kaksi rengas tulla reilu viikko kaksi viime joutua odottaa kaksi viikko#asa vain neljä tähteätervjuha juurikkala,1
hyvä nopea palvelu,1
tehdä tilaus tilaus kuulua mikään mikään vastaus sähkö#posti tulla yrittää netti kautta ottaa yhteys onnistua mikään netti#yhteys vain puhelin numero minuutti plus ppm eli toisin sanoen raha haihtuiva taivas tuuliintuote kuulua vielä misterauto sivu klinkki voida seurata paketti kulkemis#tasi klinkistä päästä mikään kuluttajaasia#mies kautta ilmeisesti selvitettävä saada ainakin raha takaisin,0
viikko rengas kotio eli ihan jees,1
palvelu nopea asiallinen,1
todella pitkä toimitus kolme kerta ottaa sähkö#posti#tse yhteys aspaa mikään vastaus kunne suhkas kauppa puru,0
paito koskaan näkyä,0
väärin tahtonut löytää ruskea eri väri luettolo tuki#sukka mies kesä musta pidetä,1
tuote vielä saapua,0
isä saada tilaama kukka#kimppu oikea ajan#kohtaankimppu tehdä tuori todella värikäs kukista solmia kauniisti mukana suklaa kruunata lahja,1
pettyä maksa ostos valittu pankki#maksu tulla tuntematon klarna bankka väliin valittu ensin oma pankki#nie näin saada muu tulla enää kautta tilaus tehdä,0
tilata tuote mainostosto tila ehtiä joulu no ehtiä tilaama lahja joulu saada tänään tilaama tuote asiakas kiinnostaa kuinka toimitas tuote miten posti kulkea lupaatte tuote joulu silloin pitää myös viimeistään tulla tuotte kotio kannattaa antaa minkäänlainen asiakas#lupaus kuitenkaan katettasa homma myös viime äiti#enpäivä tuote tulla vasta äiti#enpäivä jälkeen,0
reilu peli luotettava,1
hyvin tyytyväinen reagointi paketti eksytty ihan eri#paikka#kunta,1
huono arvostelu palautta verkko#kauppa tilattu vaate joutua maksaa vitonen siirtyä verkko#kauppa vaate palautus tarvita ilmaista,0
tilaus maksu klarna sunnuntai maksu toimittaja tiistai vaikea keksiä mikään syy tällainen viive säköinen kommunikaatio automaattinen tieto käsittely kaksi päivä hukkaan prosessi juuri houkuta käyttää klarna#kauppa vaihto#ehto tilaus vähän kiire#aiempi kyllä tyytyväinen klarnan palvelu pitkään käyttää aikoa jatko,0
erittäin hyvä nopea asiakas#palvelu chat toimia moitteettomasti,1
suosittele maksaa per rengas peruu tilaus jopa tilaus#vaihe tilantut min sitten törkeita vastaus tulla yrittää peru suosittele osta mikään täältä,0
asiakas unohde kesken tilaus posti tulla asiakas tietää mennä,1
tilaaminen helppo tavara saaminen auttamattoma hita vielä saada tilaami ruoka#pöytä tuoli arvioida toimitus#aika jo mennä,0
joutu työ tilaat täältä rengas myöhässä saapuminen jälkeen liike ilmoittaa kadota palauttaa raha laittaa asiakas selvitys#työ veloite raha kommuninointi todella vaikea enää ikinä rengas täältä,0
antaa miinus tähti onnistua takana kolme tilaus tehdä kaksi palautus muistaka tilaatte joudutte maksaa palautus kulu virheellinen tuote mikäli haluta vain tehdä palautus ksl pvn sisällä palautus toimimaton tuote palautin maksaen posti#maksu palautin kirje seuranta#kooda maksaa kirje#toimitus saada palautus kulu kyse viallinen toimimaton tuote loppu#tulema siis maksaa toteama palautus väärä tuote puhelin suoja#kuori samsung s eksyä u loppu puhelin erilainen kameralinssi maksaa sama palautus kirje#maksu tehdä palautus saama kirjallinen ohje palautin kirje seuranta#kooda maksaa myyjä palau raha voida todentaa palautus lähettää ilman seuranta#koodi tulostin kaikki sähkö#posti yhteys#tieto tilaus#numero lähetys pakkaus ohje eli mikään alle arvoinen kannattaa tilata taikka palauttaa menettää raha tuote rikki väärä cdo mennä musta lista maailma maksa lapsi#lapsi vielä tulevaisuus bonus tilaava muualta,0
tuote vastata odotus maksaa paketointi aivan kauhea ruma epä#siisti maksaa nopea toimitus jotta ystävä saada lahja syntymä#päivä onnistua asuma paikka#kunta luokitelti tuntematon alue jonne posti kulkea päivä ottaa selvä asia vastata usea kerran päivä tuoda oma paikka#kunta postiin lähetyksetluottamus kyseinen netti#kauppa kohta hyvä,0
kuva ok tosi pitkä toimitus#aika,0
katto#teline tulla suhteellinen hyvin kotio tilaus pohjana info auto löytyä asennus#ohje eli puuttua kaikki tieto asennus mitto puhelin kyselty tieto mikään kuulua olisko palautus aiheellinen taata pysyvyys vastata teline irros virallinen ohje,0
luvata toimitus#aika monin#kertainen tilaus toimitus päivä,0
hieno yritys kotimainen helppo tilata tuote,1
tilaus saapuminen kestää kovin kauan kuva laatu magneetti hääppöinen kone suunnitelli näyttää hyvä,0
lento tieto puutteellinen sisältyä matka#tavara lisä#kysymys matka maksaa asiakas#palvelu surkea,0
jakelu ilmetä vaikeus sääola takia hyvä tiedottaminen kulkea tuksi toivottava matka#puhelin kello#aika perille#tulos tuote vastata odotus,1
poikkeuksellisesti saada erittäin huono kuva syy käännetti tilantut jo moni vuosi kuva täältä tulla sitten pa paketti,0
nettis#ivu selkeä toimitus todella nopeasuositella,1
flashbay palvelu todella nopea hyvä pian pyydetty tarjous soittaa kaikki varmistetti muisti#tikku saanti myös kova kiire alle viikko tilaus tiku saapuiva ilmeisesti kiinasta tampere loga varustettu ehtiä hyvin tapahtuma suositella,1
galaxy s s s kännykkä#lompakko ainakaan kannattaa tilata etu#puoli aivan löysä tuntuinen tehdä pahvi kuva kiiltävä kova kortti#tasku liimattu vinoon taka#puoli liimaus saada helposti irroitettu kiinnikeen liimaus tehdä hutilas liima pursunut mone paikka magneetti erittäin heikkolaatuinen edes kutsuisi kiinakrääsä roskas suosittele,0
tosi hyvä verkko#kauppa helppo asioida mukava tapetti pystyä muokka oma seinä tila varmasti jatko,1
asiakas#palvelu tosi hyvä nopea,1
toimitus tolkuton hidas pettyä valokuva rullattu,0
edellinen kerta hukka#sitte kuma väititte kiven#kova varmasti toimittaa kyllä toimittaa aivan väärä paikka osoite#tieto kyllä oikein kerta matka kauan tosin tulla oikea paikka tilata päivä toimitus päivä,0
aina luotettava#tilaus saapua usein nopeasti arvioida henkilö#kohtainen etu mukava tilaus helppo,1
tilata kaksi kenkä spartoo rupes ihmetellä tilaus kuulua saada minkänlainen seuranta#koodi asiakas#tili status lukea lähettää kysyä asiakas#palvelu tilaus perään saada vastaus paketti kadota jäljettömi huomata tilaus tilaksi muuttetti paketti toimittaa vielä palantu sparto todella kummallinen toiminta luvata sentään raha takaisin luottamus sparto#ose ehtiä jo mennä,0
nopea toimitus laadukas tuote,1
loistava tuote hinta kilpailu#kykyinen toimitus#aika ok hieman nopeasti saada tuote kilpa#kumppainen tilat,1
tilaus helppo tehdä netti tilatu tuote tulla nopeasti luvata tuote täydellinen,1
saada lähetys#tuntus jotta voida seurata posti,0
tavara tavara toimitus hinnoittelu juuri luvatti ensin netti#ostos ensin arvelutti ostos onnistua odotusten,1
kuukausi tuote tilaaminen vielä tulla,0
paketti yrittää toimittaa jo toinen kerta koko#aika kotona paketti kuulua mikään yrittää toimittaa,0
laadukas tuote painatus erittäin nopea toimitus,1
tuote vielä odotella,0
klarnaa helppo käyttää turvallinen,1
lasku tulla tuote,0
erittäin nopea toimitus,1
tilaama tuote tulla nopeasti,1
helppo homma nopea toimitus,1
hyvä valikoima nopea toimitus,1
hyva ma tukka taa kauppa,1
hyvä valikoima nopea toimitus tuote pakattu ensi#luokkaisesti,1
piilolinssi tieto lukea täysin peittää piilolinssi linssi kuitenkaan edes sävyttävä siis muuttanut oma silmä väri yhtään olo huijattuvastaus vaalean#sininen silmä väli värinen silmä luulla ammattilainen tietää tarkoittaa täysinpeittävä tarkoittaa juuri antaa olettaa vaihtaa oma silmä väri jolloin oma silmä väri vaikuttaa,0
tuote helppo tilatamaksaminen tulla joku oiko#sulku#tilaus tulla nopeasti perilleluuli lahja tykättyjätuli tilata lisää tuote myös jatkossa#kinhyvä joulu,1
tehdä pika#tilaus seuraava päivä jopa kello#aika#toive toteutui,1
hyvä valikoima hinta,1
todella vaikea ohjelma käyttää puhelin moni kertsa saada yrittää ladata kuba onnistua vaikea#selkoinen#kintoimitus hidasen suosittele uskoa käyttävä enää toiste,0
tilata kone toimitus#aika ilmoittaa viiko aika kulua lähes kuukausi kone kasaus vielä edes aloittaa arvioksi ilmoittaa vielä viiko eli kone toimitus kokonais#aika kuukausi jo lähinnä huono vitsi lukea muu arvosteluja kyse mikään uusi ilmiö hetkellinen ruuhkautuminen johtuva viivästyminen ongelma tuntua pikemminkin pysyvä kone toimitus heittää viikko kuukausi olinen hyvä kertoa asiakas noh tosin asiakas tapaus tilaisi kone jokin muualta,0
hinta lisätä eur hyvä maksaa lippu indikoitu mikään ilmaantui lisä hinta alkaa maksamaan#lippu vahvistus meili tulla osto seuraava päivä,0
tilatu rengas tulla nopeasti kotio asti vähän rasittava kuljetus#yhtiö antaa pitkä aikaikku toimitus eli joutu päivystämä moni tuntii,1
tuote vastata odotus näyttö valo hävitä hetki haluta sellainen valo päällä jatkuvasti kuitenkaan palau tuote palautus hankala epä#selvä joutua maksaa myös posti#kulut,0
asiakas#palvelu toimia heikosti,0
hyvä laatu nopea toimitus,1
yhteys vähän väli varaus voida tehdä silloin haluta ohjelma ilmoittaa vain ongelmia#harmittava ilmoittaa asia vasta sitten kaikki muu tieto syötetty pitää varsinaisesti varata matka eli aina alku uudelleen uudelleen,0
homma toimia,1
todella nopea toimitus tuote saapua kaksi päivä päästä tilaus kiitos,1
selail netti erilainen parka#takki aina vain palata fifth avenue yksinkertainen tyylikäs kestävä laatu,1
kaksi rengas tulla perille asti toinen rengas#pari seuranta#koodi tilaus#päivä jälkeen tapahtua mikään asiakas#palvelija luvata yhteys kuljetus#firma enään vastata edes viesteihinti#laus tehdä,0
mieli liian hita kestää päivä ennen päästä seurata posti lähetys#täposti toimitti kaksi päivä tuote perille,0
tuote valmis ohjelmoida toimia hyvin,1
hämäävästi luvata ilmainen rahti koskikin vain tilaus,0
kiinnostu kulta#piste todella hyvä kampanja#hinta vuoksi arvo#esine voida saada tehdä kaikki ohje sitten raha tulla tilille arvo#esinei hinta laskea kampanja#hinta yrit asia selvittää mennä vuoro#kausi yhteensä tunti turha jonottaminen linja parit epä#määräinen selitys englanti suomi lopulta luvata maksaa kampanhinta mukainen korvaus odotella olka tarkko korvaus yrittäkä punnita arvo#esine etu#käteen ennen lähettää,0
paketti toimitetti ihan tohjona samoin linssi paketti litistynyt huono palvelu,0
kerta sopiva osa hintalaatu koha,1
tilata matto kuva antaa todella hyvä oikea kuva tuote ostaa varmasti myös jatko matto täältä ainoa miinus kuljetus fedex kuljetus saada muu tieto päivä jolloin paketti saapua no voida onneksi valita upsi kokemus paljon hyvä,1
helppo tapa muistaa kukkanen toimia hyvin#lahja#kortti mainio tapa muistaa silloin lahja saaja voida nouta mieleinen kukkanen milloin haluta,1
raha palautus tulla hakemus jättää kerran tulla viesti kertoa raha maksaa mikään näkyä tili talous#osasto yhteys kuulemma monesti mikään tapahtua asiakas#palvelu olematonta koskaan aikoa ostaa mikään firma kautta enää,0
kannattaa soittaa tilaus suoraan liike tapaus tilantut kimpu hautaus#kappeli hyvä ajaa etsiä yhdessä vahti#mestari löytyä muu laskea kukka arkullemi pyöritteli peukalo ihmeis#säänku lähteä saattama arkku hauta#paikka viimeinen risteys mies kimpu kysellä joku kimppu vailla saada laskea kimpu hauta muu kimppu kaunis täyttää odotus palvelu,0
tuote matka viikko pitää puoli viikko tulla kysymys tulla vastaus ainakaan aika,0
osa kuva#tuote muuttaa kontrastia väri#sävy selvästi harmillisesti huonompa suunta joutua tilata jokin muualta uudestaan tarkoitus antaa lahja osa laittaa kehys osa kuva kuitenkin hyvi tähteä tyytyväisyys#takuu koskea kuva juliste,0
toimitus nopea tilaaminen helppo tuote tilaat,1
toimia selkeä hieman haaste saada varaus valmiiksi#maksu#valinta toimia vasta kolmas kerta,1
varsin mutkaton prosessi suositella,1
selkeä sivu vielä saada lento#lippu sivu lukea käsitellä tunti kulua kiva tietää millo mahtava saapu,0
tehdä joulu#lahja#tilaus päivä sivu lukea näin toimitus ennen joulua#varma lahja ehtiminen pukin#kontt viimeinen tilaus#päivä joulu#lahja joulukuu klo kuitenkin tarkasteltu posti seuranta#tuntus paketti tulla posti paketti siis tulla ehtimä perille ennen joulu todella harmilli,0
n v tilaus ikinä ola valittaminen tuote toimia aina pitää paketti tulla nopeasti,1
hidas toimistus viallinen tuote tuote vaihtaminen ehjä onnistus#iasiakka raha kyllä kelpas#iva viikko jo kulua asia selvittely saada toimia lampu loppu näkyä,0
epä#luotettava oloinen sivusto toimia kömpelösti täynnä kirjoitus#virhe tilata lento#lippu tulla vasta varaus#vahvistus lippu edelleen tietämätön voida valita uudestaan varaisi suoraan lento#yhtiö sivu maksainen euro enemmän,0
kokea tutorpalvelu läheskään kustannus arvoiseksi tytär tehdä kurssi#raport tutori yhdessä edes läpäissy tehtävä tutoria myös vaihtaa jokin vaihe yksi tutor opiskella sama kurssi tytär osata edes auttaa kaikki asia,0
tilata kännykkä#kotelo juuri lomi alkaa kotelo tulla lasku hävitä muu sähkö#posti sekaan uusi sähkö#posti#lasku tulla yli#määräinen joten kännykkä#kotelo hinta tuplaantui onneksi huomata pv kulttua laittaa perintä,0
erittäin nopea toimitus tuotten hinta#laatu#suhde oikea,1
nopea palvelu kiitos,1
läppäri uusi toinen ostoksenisuositel lämpimästi,1
tavara laadullisesti riittävä hyvä suuri osa myydä voitto eteen päin voitto,1
keräs kaikki pieni kulta#esine vanha hopea toiveikaana lähettää eteenpäin ilmeisesti esine paljon arvotomampi kuvitella petyin kuitenkin saada korvaus pieni,0
nopea toiminta hyvä#laatuinen nimi#lappu ehdottomasti hyvä kiitos,1
toimitus kestää kuukausi netti#sivu lukea päivä,0
osa sopiva vastata kuvaus,1
kyllä paski verkko#kauppa ikinä tilantut kaksi kerta tilantut suomalainen molemmat kerro sama juttu ensin mennä viikko kuulua mikään sitten vkon päästä tulla sähkö#posti valitettavasti kyseinen kirja löytyä jälleenmyyjä välissä yrität ottaa asiakas#palvelu yhteys sie vastata suosittele kukaan,0
erinomainen palvelu kiitos,1
kyllä hyvä sanoa päivä mennä luvatus toimitus koti vielä näkyä kuulujoka päivä tullee sovellus ilmoitus toimittaa seuraava jakelu#päivänämus näyasia#kaspalvelu ala#arvo todeta tulla tänään ennen tulla,0
ostaa kaksi pari kenkä spartoofi toinen yllättäen liian pieni vaihto onnistua helposti vaivattomasti suositella etenkin netti#kauppa skeptikko vielä enemmän suositella kenkäfriike,1
juuri sellainen pohjallinen ilmoitus antaa ymmärtää pitää paikka toimitus nopea,1
ostaa kpl rengas kpl valmistaa ok kpl valmistaa petyin,0
tilata sellainen mini ompelu#kone ohje kiinan#kieli joten osata tehdä kone mikään,0
paita erinomainen kitos,1
rengas toimite koti tulla lähi#mpää postiin pitää nouta,0
tuote tulla nopeasti täyttää odotus valmis kasattu pitkälti vain valopisto#kesi kiinni pyörä tuki kaksi#kappale kiinni,1
kidsbrandstori nopea toimitus ihana vaate suositella,1
ifllä vakuutus helppo nopea ostaa netti myös palvelu puhelimite ystävälli sujuva korvaus käsittely pää#sääntöisesti nopea vaivaton,1
oikein auttaa mikään,0
ikinä tulla tilaus#vahvistus joten tilata tuote muualta kohta yli#määräinen työ#kalu joutua maksaa palautus syyttö tapahtua ikinä enää käydä sivu,0
